SS1x;SS1y;SS2x;SS2y;SS3x;SS3y;SS4x;SS4y;SS5x;SS5y;SS6x;SS6y;SS7x;SS7y;SS8x;SS8y;SS9x;SS9y;SS10x;SS10y;SS11x;SS11y;SS12x;SS12y;SS13x;SS13y;SS14x;SS14y;SS15x;SS15y;SS16x;SS16y
2948.0;31212.6;2948.0;4271.2;2948.0;4475.6;2948.0;4692.6;2948.0;3304.0;2948.0;3413.6;2948.0;3626.0;2948.0;4177.0;2948.0;65520.0;2948.0;65520.0;2948.0;65520.0;2948.0;65520.0;2948.0;65520.0;2948.0;65520.0;2948.0;65520.0;2948.0;65520.0
2989.0;31138.6;2989.0;4024.0;2989.0;4270.0;2989.0;4539.8;2989.0;3169.2;2989.0;3244.4;2989.0;3279.0;2989.0;3975.0;2989.0;65520.0;2989.0;65520.0;2989.0;65520.0;2989.0;65520.0;2989.0;65520.0;2989.0;65520.0;2989.0;65520.0;2989.0;65520.0
3030.0;31089.0;3030.0;3906.4;3030.0;4070.2;3030.0;4360.8;3030.0;3004.8;3030.0;3112.0;3030.0;3143.0;3030.0;3624.0;3030.0;65520.0;3030.0;65520.0;3030.0;65520.0;3030.0;65520.0;3030.0;65520.0;3030.0;65520.0;3030.0;65520.0;3030.0;65520.0
3071.0;31012.0;3071.0;3756.0;3071.0;3916.8;3071.0;4180.2;3071.0;2847.6;3071.0;2949.4;3071.0;2990.6;3071.0;3484.8;3071.0;65520.0;3071.0;65520.0;3071.0;65520.0;3071.0;65520.0;3071.0;65520.0;3071.0;65520.0;3071.0;65520.0;3071.0;65520.0
3112.0;30946.0;3112.0;3583.0;3112.0;3727.2;3112.0;4035.8;3112.0;2727.6;3112.0;2792.6;3112.0;2831.4;3112.0;3322.0;3112.0;65520.0;3112.0;65520.0;3112.0;65520.0;3112.0;65520.0;3112.0;65520.0;3112.0;65520.0;3112.0;65520.0;3112.0;65520.0
3153.0;30903.0;3153.0;3413.0;3153.0;3545.6;3153.0;3890.0;3153.0;2584.4;3153.0;2672.6;3153.0;2713.2;3153.0;3162.0;3153.0;65520.0;3153.0;65520.0;3153.0;65520.0;3153.0;65520.0;3153.0;65520.0;3153.0;65520.0;3153.0;65520.0;3153.0;65520.0
3194.0;30855.8;3194.0;3105.0;3194.0;3408.0;3194.0;3744.2;3194.0;2446.2;3194.0;2531.0;3194.0;2576.2;3194.0;3042.4;3194.0;65520.0;3194.0;65520.0;3194.0;65520.0;3194.0;65520.0;3194.0;65520.0;3194.0;65520.0;3194.0;65520.0;3194.0;65520.0
3235.0;30792.8;3235.0;2987.4;3235.0;3234.0;3235.0;3625.0;3235.0;2337.8;3235.0;2394.8;3235.0;2442.6;3235.0;2895.8;3235.0;65520.0;3235.0;65520.0;3235.0;65520.0;3235.0;65520.0;3235.0;65520.0;3235.0;65520.0;3235.0;65520.0;3235.0;65520.0
3276.0;30731.2;3276.0;2849.2;3276.0;3083.0;3276.0;3481.0;3276.0;2208.4;3276.0;2286.0;3276.0;2336.6;3276.0;2754.8;3276.0;65520.0;3276.0;65520.0;3276.0;65520.0;3276.0;65520.0;3276.0;65520.0;3276.0;65520.0;3276.0;65520.0;3276.0;65520.0
3317.0;30669.2;3317.0;2712.4;3317.0;2790.0;3317.0;3322.0;3317.0;2086.4;3317.0;2157.6;3317.0;2212.0;3317.0;2646.0;3317.0;65520.0;3317.0;65520.0;3317.0;65520.0;3317.0;65520.0;3317.0;65520.0;3317.0;65520.0;3317.0;65520.0;3317.0;65520.0
3358.0;30595.8;3358.0;2609.4;3358.0;2681.2;3358.0;3072.0;3358.0;1992.0;3358.0;2036.6;3358.0;2097.0;3358.0;2517.4;3358.0;65520.0;3358.0;65520.0;3358.0;65520.0;3358.0;65520.0;3358.0;65520.0;3358.0;65520.0;3358.0;65520.0;3358.0;65520.0
3399.0;30537.8;3399.0;2486.4;3399.0;2552.4;3399.0;2984.0;3399.0;1883.0;3399.0;1943.0;3399.0;2006.4;3399.0;2400.0;3399.0;65520.0;3399.0;65520.0;3399.0;65520.0;3399.0;65520.0;3399.0;65520.0;3399.0;65520.0;3399.0;65520.0;3399.0;65520.0
3440.0;30489.8;3440.0;2375.0;3440.0;2427.8;3440.0;2841.2;3440.0;1775.0;3440.0;1838.0;3440.0;1899.6;3440.0;2309.0;3440.0;65520.0;3440.0;65520.0;3440.0;65520.0;3440.0;65520.0;3440.0;65520.0;3440.0;65520.0;3440.0;65520.0;3440.0;65520.0
